query,symbol
80781,COL18A1
378832,COL18A1-AS1
100874236,COL18A1-AS2
1310,COL19A1
1277,COL1A1
1278,COL1A2
101927525,COL1A2-AS1
57642,COL20A1
81578,COL21A1
169044,COL22A1
91522,COL23A1
255631,COL24A1
84570,COL25A1
136227,COL26A1
85301,COL27A1
340267,COL28A1
1280,COL2A1
1281,COL3A1
1282,COL4A1
1284,COL4A2
100874203,COL4A2-AS1
100129836,COL4A2-AS2
1285,COL4A3
1286,COL4A4
1287,COL4A5
1288,COL4A6
1289,COL5A1
1290,COL5A2
50509,COL5A3
1291,COL6A1
1292,COL6A2
1293,COL6A3
344875,COL6A4P1
646300,COL6A4P2
256076,COL6A5
131873,COL6A6
1294,COL7A1
1295,COL8A1
1296,COL8A2
1297,COL9A1
1298,COL9A2
1299,COL9A3
399948,COLCA1
10584,COLEC10
78989,COLEC11
81035,COLEC12
79709,COLGALT1
23127,COLGALT2
8292,COLQ
100996266,COMETT
150684,COMMD1
51397,COMMD10
51122,COMMD2
23412,COMMD3
100532731,COMMD3-BMI1
54939,COMMD4
440292,COMMD4P1
732265,COMMD4P2
28991,COMMD5
101928879,COMMD5P1
170622,COMMD6
149951,COMMD7
54951,COMMD8
29099,COMMD9
1311,COMP
1312,COMT
118881,COMTD1
64326,COP1
1314,COPA
1315,COPB1
9276,COPB2
100507291,COPB2-DT
11316,COPE
22820,COPG1
26958,COPG2
53844,COPG2IT1
55352,COPRS
9318,COPS2
8533,COPS3
51138,COPS4
10987,COPS5
10980,COPS6
50813,COPS7A
64708,COPS7B
10920,COPS8
150678,COPS9
22818,COPZ1
51226,COPZ2
93058,COQ10A
80219,COQ10B
27235,COQ2
51805,COQ3
51117,COQ4
84274,COQ5
51004,COQ6
10229,COQ7
102723385,COQ7-DT
56997,COQ8A
79934,COQ8B
57017,COQ9
10699,CORIN
11151,CORO1A
57175,CORO1B
23603,CORO1C
7464,CORO2A
10391,CORO2B
84940,CORO6
79585,CORO7
100529144,CORO7-PAM16
1325,CORT
101927809,COSMOC
23406,COTL1
4512,COX1
1352,COX10
100874058,COX10-DT
1353,COX11
84987,COX14
1355,COX15
51241,COX16
10063,COX17
285521,COX18
90639,COX19
4513,COX2
116228,COX20
4514,COX3
1327,COX4I1
84701,COX4I2
9377,COX5A
1329,COX5B
1337,COX6A1
1339,COX6A2
1340,COX6B1
125965,COX6B2
1345,COX6C
1346,COX7A1
1347,COX7A2
9167,COX7A2L
1349,COX7B
170712,COX7B2
1350,COX7C
1351,COX8A
341947,COX8C
1356,CP
1357,CPA1
1358,CPA2
1359,CPA3
51200,CPA4
93979,CPA5
57094,CPA6
27151,CPAMD8
1360,CPB1
1361,CPB2
100509894,CPB2-AS1
1362,CPD
1363,CPE
64506,CPEB1
283692,CPEB1-AS1
132864,CPEB2
441009,CPEB2-DT
22849,CPEB3
80315,CPEB4
79974,CPED1
65250,CPLANE1
79363,CPLANE2
10815,CPLX1
10814,CPLX2
594855,CPLX3
339302,CPLX4
1368,CPM
1369,CPN1
1370,CPN2
8904,CPNE1
221184,CPNE2
8895,CPNE3
131034,CPNE4
57699,CPNE5
9362,CPNE6
27132,CPNE7
144402,CPNE8
151835,CPNE9
130749,CPO
1371,CPOX
55313,CPPED1
10404,CPQ
1373,CPS1
29034,CPS1-IT1
29894,CPSF1
53981,CPSF2
51692,CPSF3
10898,CPSF4
642843,CPSF4L
11052,CPSF6
79869,CPSF7
1374,CPT1A
1375,CPT1B
126129,CPT1C
1376,CPT2
80772,CPTP
54504,CPVL
100506497,CPVL-AS2
53336,CPXCR1
56265,CPXM1
119587,CPXM2
8532,CPZ
1378,CR1
1379,CR1L
1380,CR2
1381,CRABP1
1382,CRABP2
57482,CRACD
343990,CRACDL
84766,CRACR2A
283229,CRACR2B
8738,CRADD
101928731,CRADD-AS1
57585,CRAMP1
1384,CRAT
101926928,CRAT37
23418,CRB1
286204,CRB2
92359,CRB3
51185,CRBN
27297,CRCP
54544,CRCT1
1385,CREB1
10488,CREB3
90993,CREB3L1
64764,CREB3L2
100130880,CREB3L2-AS1
84699,CREB3L3
148327,CREB3L4
9586,CREB5
1387,CREBBP
1389,CREBL2
153222,CREBRF
58487,CREBZF
8804,CREG1
200407,CREG2
78987,CRELD1
79174,CRELD2
1390,CREM
1392,CRH
1393,CRHBP
1394,CRHR1
1395,CRHR2
51232,CRIM1
100288911,CRIM1-DT
1396,CRIP1
1397,CRIP2
401262,CRIP3
9419,CRIPT
6997,CRIPTO
6998,CRIPTO3
167,CRISP1
7180,CRISP2
10321,CRISP3
83690,CRISPLD1
83716,CRISPLD2
1398,CRK
1399,CRKL
9244,CRLF1
64109,CRLF2
51379,CRLF3
54675,CRLS1
253868,CRMA
1400,CRMP1
643911,CRNDE
51340,CRNKL1
49860,CRNN
9696,CROCC
728763,CROCC2
84809,CROCCP2
114819,CROCCP3
54677,CROT
1401,CRP
729920,CRPPA
100506025,CRPPA-AS1
441089,CRSP8P
55118,CRTAC1
56253,CRTAM
10491,CRTAP
23373,CRTC1
200186,CRTC2
64784,CRTC3
101926895,CRTC3-AS1
1406,CRX
1407,CRY1
1408,CRY2
1409,CRYAA
1410,CRYAB
1411,CRYBA1
1412,CRYBA2
1413,CRYBA4
1414,CRYBB1
1415,CRYBB2
1416,CRYBB2P1
1417,CRYBB3
202,CRYBG1
55057,CRYBG2
131544,CRYBG3
1418,CRYGA
1419,CRYGB
1420,CRYGC
1421,CRYGD
155051,CRYGN
1427,CRYGS
51084,CRYL1
1428,CRYM
400508,CRYM-AS1
1429,CRYZ
9946,CRYZL1
730102,CRYZL2P
1431,CS
51380,CSAD
158511,CSAG1
102723547,CSAG2
389903,CSAG3
100130935,CSAG4
27254,CSDC2
7812,CSDE1
1434,CSE1L
102723483,CSE1L-DT
1435,CSF1
1436,CSF1R
1437,CSF2
1438,CSF2RA
1439,CSF2RB
1440,CSF3
1441,CSF3R
55790,CSGALNACT1
55454,CSGALNACT2
1442,CSH1
1443,CSH2
1444,CSHL1
1445,CSK
751071,CSKMT
64478,CSMD1
114784,CSMD2
402779,CSMD2-AS1
114788,CSMD3
1446,CSN1S1
286828,CSN1S2AP
100337616,CSN1S2BP
1447,CSN2
1448,CSN3
1452,CSNK1A1
122011,CSNK1A1L
161635,CSNK1A1P1
1453,CSNK1D
1454,CSNK1E
53944,CSNK1G1
1455,CSNK1G2
255193,CSNK1G2-AS1
1456,CSNK1G3
1457,CSNK2A1
1459,CSNK2A2
283106,CSNK2A3
1460,CSNK2B
1464,CSPG4
114758,CSPG4P1Y
10675,CSPG5
79848,CSPP1
64651,CSRNP1
81566,CSRNP2
80034,CSRNP3
1465,CSRP1
1466,CSRP2
8048,CSRP3
1469,CST1
140880,CST11
164380,CST13P
1470,CST2
1471,CST3
1472,CST4
1473,CST5
1474,CST6
8530,CST7
10047,CST8
128822,CST9
128821,CST9L
1475,CSTA
1476,CSTB
1477,CSTF1
1478,CSTF2
23283,CSTF2T
1479,CSTF3
338739,CSTF3-DT
128817,CSTL1
79096,CSTPP1
541466,CT45A1
102723631,CT45A10
728911,CT45A2
441519,CT45A3
441521,CT45A5
541465,CT45A6
101060211,CT45A7
102723737,CT45A8
102723680,CT45A9
728096,CT47A1
728036,CT47A10
255313,CT47A11
100507170,CT47A12
728090,CT47A2
728082,CT47A3
728075,CT47A4
728072,CT47A5
728062,CT47A6
653282,CT47A7
728049,CT47A8
728042,CT47A9
643311,CT47B1
54967,CT55
196993,CT62
100507468,CT66
101928231,CT69
440934,CT75
203413,CT83
246100,CTAG1A
1485,CTAG1B
30848,CTAG2
64693,CTAGE1
220429,CTAGE10P
647288,CTAGE11P
441294,CTAGE15
100128553,CTAGE4
340307,CTAGE6
119437,CTAGE7P
100142659,CTAGE8
643854,CTAGE9
102724339,CTB-30L5.1
1487,CTBP1
285463,CTBP1-AS
92070,CTBP1-DT
1488,CTBP2
1486,CTBS
101928649,CTC-338M12.4
80169,CTC1
10664,CTCF
140690,CTCFL
102723441,CTD-2154B17.1
101929081,CTD-2194D22.4
101929472,CTD-2350J17.1
23399,CTDNEP1
9150,CTDP1
284241,CTDP1-DT
58190,CTDSP1
10106,CTDSP2
10217,CTDSPL
51496,CTDSPL2
1489,CTF1
1491,CTH
115908,CTHRC1
9811,CTIF
1493,CTLA4
1495,CTNNA1
1496,CTNNA2
101927987,CTNNA2-AS1
29119,CTNNA3
8727,CTNNAL1
1499,CTNNB1
56998,CTNNBIP1
56259,CTNNBL1
1500,CTNND1
1501,CTNND2
1497,CTNS
1503,CTPS1
56474,CTPS2
9646,CTR9
1504,CTRB1
440387,CTRB2
11330,CTRC
1506,CTRL
5476,CTSA
1508,CTSB
1075,CTSC
1509,CTSD
1510,CTSE
8722,CTSF
1511,CTSG
1512,CTSH
1513,CTSK
1514,CTSL
392360,CTSL3P
1517,CTSLP2
1518,CTSLP8
1519,CTSO
1520,CTSS
1515,CTSV
1521,CTSW
1522,CTSZ
2017,CTTN
83992,CTTNBP2
55917,CTTNBP2NL
90353,CTU1
348180,CTU2
404217,CTXN1
399697,CTXN2
613212,CTXN3
100996492,CTXND1
100996521,CTXND2
8029,CUBN
404093,CUEDC1
79004,CUEDC2
8454,CUL1
8453,CUL2
8452,CUL3
8451,CUL4A
8450,CUL4B
8065,CUL5
9820,CUL7
23113,CUL9
51596,CUTA
253039,CUTALP
51076,CUTC
1523,CUX1
23316,CUX2
50624,CUZD1
51503,CWC15
57703,CWC22
54883,CWC25
10283,CWC27
55280,CWF19L1
143884,CWF19L2
80157,CWH43
6376,CX3CL1
1524,CX3CR1
1525,CXADR
646243,CXADRP2
440224,CXADRP3
2919,CXCL1
3627,CXCL10
6373,CXCL11
6387,CXCL12
10563,CXCL13
9547,CXCL14
58191,CXCL16
284340,CXCL17
2920,CXCL2
2921,CXCL3
6374,CXCL5
6372,CXCL6
3576,CXCL8
4283,CXCL9
3577,CXCR1
3579,CXCR2
3580,CXCR2P1
2833,CXCR3
7852,CXCR4
643,CXCR5
10663,CXCR6
30827,CXXC1
392459,CXXC1P1
80319,CXXC4
101929468,CXXC4-AS1
51523,CXXC5
159013,CXorf38
100130361,CXorf49
100132994,CXorf49B
100129239,CXorf51A
100133053,CXorf51B
254158,CXorf58
158830,CXorf65
347487,CXorf66
1534,CYB561
220002,CYB561A3
284613,CYB561D1
11068,CYB561D2
1528,CYB5A
80777,CYB5B
124637,CYB5D1
124936,CYB5D2
51706,CYB5R1
51700,CYB5R2
1727,CYB5R3
51167,CYB5R4
606495,CYB5RL
1535,CYBA
1536,CYBB
79415,CYBC1
79901,CYBRD1
1537,CYC1
54205,CYCS
360155,CYCSP52
23191,CYFIP1
26999,CYFIP2
114757,CYGB
1538,CYLC1
1539,CYLC2
1540,CYLD
102724907,CYLD-AS1
643160,CYMP
440602,CYMP-AS1
1583,CYP11A1
1584,CYP11B1
1585,CYP11B2
1586,CYP17A1
102724307,CYP17A1-AS1
1588,CYP19A1
1543,CYP1A1
1544,CYP1A2
1545,CYP1B1
285154,CYP1B1-AS1
57404,CYP20A1
1590,CYP21A1P
1589,CYP21A2
1591,CYP24A1
1592,CYP26A1
56603,CYP26B1
340665,CYP26C1
1593,CYP27A1
1594,CYP27B1
339761,CYP27C1
1553,CYP2A13
1548,CYP2A6
1549,CYP2A7
1555,CYP2B6
1556,CYP2B7P
1562,CYP2C18
1557,CYP2C19
1558,CYP2C8
1559,CYP2C9
1565,CYP2D6
1564,CYP2D7
1571,CYP2E1
1572,CYP2F1
22952,CYP2G1P
1573,CYP2J2
120227,CYP2R1
29785,CYP2S1
113612,CYP2U1
101929595,CYP2U1-AS1
54905,CYP2W1
51302,CYP39A1
1576,CYP3A4
64816,CYP3A43
1577,CYP3A5
1551,CYP3A7
100861540,CYP3A7-CYP3A51P
10858,CYP46A1
1579,CYP4A11
284541,CYP4A22
1580,CYP4B1
57834,CYP4F11
66002,CYP4F12
8529,CYP4F2
126410,CYP4F22
388514,CYP4F24P
4051,CYP4F3
100132708,CYP4F30P
284233,CYP4F35P
646802,CYP4F62P
11283,CYP4F8
285440,CYP4V2
260293,CYP4X1
199974,CYP4Z1
163720,CYP4Z2P
1595,CYP51A1
613126,CYP51A1-AS1
1581,CYP7A1
9420,CYP7B1
1582,CYP8B1
78996,CYREN
81553,CYRIA
51571,CYRIB
192668,CYS1
10800,CYSLTR1
57105,CYSLTR2
375791,CYSRT1
84418,CYSTM1
4519,CYTB
9267,CYTH1
9266,CYTH2
9265,CYTH3
27128,CYTH4
9595,CYTIP
54360,CYTL1
112597,CYTOR
116159,CYYR1
100996571,CYYR1-AS1
54987,CZIB
266917,D21S2088E
728294,D2HGDH
23002,DAAM1
23500,DAAM2
100505635,DAAM2-AS1
101926890,DAB1-AS1
1601,DAB2
153090,DAB2IP
1602,DACH1
117154,DACH2
51339,DACT1
168002,DACT2
147906,DACT3
100506068,DACT3-AS1
1603,DAD1
1605,DAG1
747,DAGLA
221955,DAGLB
55152,DALRD3
57291,DANCR
199699,DAND5
1610,DAO
267012,DAOA
282706,DAOA-AS1
1611,DAP
7818,DAP3
1612,DAPK1
23604,DAPK2
1613,DAPK3
92196,DAPL1
27071,DAPP1
1615,DARS1
101928243,DARS1-AS1
55157,DARS2
164781,DAW1
1616,DAXX
1617,DAZ1
57055,DAZ2
57054,DAZ3
57135,DAZ4
26528,DAZAP1
9802,DAZAP2
1618,DAZL
100419743,DBET
10926,DBF4
80174,DBF4B
1621,DBH
138948,DBH-AS1
1622,DBI
100131454,DBIL5P
100169989,DBIL5P2
1627,DBN1
79007,DBNDD1
55861,DBNDD2
28988,DBNL
1628,DBP
51163,DBR1
1629,DBT
120237,DBX1
440097,DBX2
9730,DCAF1
79269,DCAF10
80344,DCAF11
25853,DCAF12
139170,DCAF12L1
340578,DCAF12L2
25879,DCAF13
100132724,DCAF13P3
90379,DCAF15
54876,DCAF16
80067,DCAF17
26094,DCAF4
285429,DCAF4L1
138009,DCAF4L2
8816,DCAF5
55827,DCAF6
10238,DCAF7
50717,DCAF8
139425,DCAF8L1
347442,DCAF8L2
79877,DCAKD
140947,DCANP1
285761,DCBLD1
131566,DCBLD2
1630,DCC
117159,DCD
341019,DCDC1
51473,DCDC2
149069,DCDC2B
728597,DCDC2C
8642,DCHS1
54798,DCHS2
1633,DCK
9201,DCLK1
166614,DCLK2
85443,DCLK3
9937,DCLRE1A
64858,DCLRE1B
64421,DCLRE1C
1634,DCN
55802,DCP1A
196513,DCP1B
167227,DCP2
28960,DCPS
149095,DCST1
100505666,DCST1-AS1
127579,DCST2
81501,DCSTAMP
1638,DCT
1635,DCTD
1639,DCTN1
100189589,DCTN1-AS1
10540,DCTN2
11258,DCTN3
51164,DCTN4
84516,DCTN5
10671,DCTN6
79077,DCTPP1
54165,DCUN1D1
55208,DCUN1D2
123879,DCUN1D3
23142,DCUN1D4
84259,DCUN1D5
1641,DCX
51181,DCXR
79016,DDA1
23576,DDAH1
23564,DDAH2
1642,DDB1
1643,DDB2
1644,DDC
100129427,DDC-AS1
80821,DDHD1
101927620,DDHD1-DT
23259,DDHD2
414301,DDI1
84301,DDI2
220042,DDIAS
1649,DDIT3
54541,DDIT4
115265,DDIT4L
101929353,DDIT4L-AS1
23109,DDN
8528,DDO
1650,DDOST
780,DDR1
4921,DDR2
65992,DDRGK1
1652,DDT
100037417,DDTL
1653,DDX1
1662,DDX10
1663,DDX11
100506660,DDX11-AS1
100287102,DDX11L1
100287029,DDX11L10
727856,DDX11L16
102725121,DDX11L17
84771,DDX11L2
100287596,DDX11L5
100288486,DDX11L9
440081,DDX12P
10521,DDX17
8886,DDX18
55308,DDX19A
100506083,DDX19A-DT
11269,DDX19B
11218,DDX20
9188,DDX21
9416,DDX23
57062,DDX24
29118,DDX25
55661,DDX27
55794,DDX28
64794,DDX31
10212,DDX39A
7919,DDX39B
1654,DDX3X
8653,DDX3Y
54514,DDX4
51428,DDX41
11325,DDX42
55510,DDX43
9879,DDX46
51202,DDX47
54555,DDX49
1655,DDX5
79009,DDX50
317781,DDX51
11056,DDX52
168400,DDX53
79039,DDX54
57696,DDX55
54606,DDX56
83479,DDX59
101929224,DDX59-AS1
1656,DDX6
55601,DDX60
91351,DDX60L
10522,DEAF1
1666,DECR1
26063,DECR2
9191,DEDD
162989,DEDD2
50619,DEF6
54849,DEF8
1667,DEFA1
449493,DEFA10P
724068,DEFA11P
728358,DEFA1B
1668,DEFA3
1669,DEFA4
1670,DEFA5
1671,DEFA6
449491,DEFA8P
449492,DEFA9P
1672,DEFB1
414325,DEFB103A
55894,DEFB103B
140596,DEFB104A
503618,DEFB104B
245908,DEFB105A
504180,DEFB105B
245909,DEFB106A
503841,DEFB106B
245910,DEFB107A
503614,DEFB107B
245911,DEFB108B
245912,DEFB109A
641517,DEFB109B
245913,DEFB110
245915,DEFB112
245927,DEFB113
245928,DEFB114
245929,DEFB115
245930,DEFB116
117285,DEFB118
245932,DEFB119
245934,DEFB121
245935,DEFB122
245936,DEFB123
245937,DEFB124
245938,DEFB125
81623,DEFB126
140850,DEFB127
245939,DEFB128
140881,DEFB129
245940,DEFB130A
100133267,DEFB130B
644414,DEFB131A
100129216,DEFB131B
400830,DEFB132
403339,DEFB133
613211,DEFB134
613209,DEFB135
613210,DEFB136
1673,DEFB4A
100289462,DEFB4B
170949,DEFT1P
100287083,DEFT1P2
8560,DEGS1
123099,DEGS2
7913,DEK
9812,DELE1
50514,DELEC1
404636,DENND10
55855,DENND10P1
57189,DENND11
57706,DENND1A
163486,DENND1B
79958,DENND1C
27147,DENND2A
6764,DENND2B
102724784,DENND2B-AS1
163259,DENND2C
79961,DENND2D
22898,DENND3
101927963,DENND3-AS1
10260,DENND4A
9909,DENND4B
55667,DENND4C
23258,DENND5A
160518,DENND5B
100874249,DENND5B-AS1
201627,DENND6A
101929159,DENND6A-DT
414918,DENND6B
8562,DENR
55635,DEPDC1
101927220,DEPDC1-AS1
55789,DEPDC1B
120863,DEPDC4
9681,DEPDC5
91614,DEPDC7
11067,DEPP1
64798,DEPTOR
51071,DERA
79139,DERL1
51009,DERL2
91319,DERL3
1674,DES
27351,DESI1
51029,DESI2
55070,DET1
159989,DEUP1
28955,DEXI
1676,DFFA
1677,DFFB
8694,DGAT1
84649,DGAT2
283214,DGAT2-DT
347516,DGAT2L6
25786,DGCR11
9993,DGCR2
26220,DGCR5
8214,DGCR6
85359,DGCR6L
54487,DGCR8
1606,DGKA
1607,DGKB
8527,DGKD
8526,DGKE
1608,DGKG
160851,DGKH
9162,DGKI
139189,DGKK
1609,DGKQ
8525,DGKZ
80017,DGLUCY
1716,DGUOK
100874048,DGUOK-AS1
1718,DHCR24
1717,DHCR7
79947,DHDDS
101928324,DHDDS-AS1
27294,DHDH
1719,DHFR
200895,DHFR2
1720,DHFRP3
50846,DHH
1723,DHODH
1725,DHPS
115817,DHRS1
79154,DHRS11
79758,DHRS12
147015,DHRS13
10202,DHRS2
9249,DHRS3
10901,DHRS4
55449,DHRS4-AS1
728635,DHRS4L1
317749,DHRS4L2
51635,DHRS7
25979,DHRS7B
201140,DHRS7C
10170,DHRS9
207063,DHRSX
55526,DHTKD1
1665,DHX15
8449,DHX16
54505,DHX29
22907,DHX30
55760,DHX32
56919,DHX33
9704,DHX34
60625,DHX35
170506,DHX36
57647,DHX37
9785,DHX38
79665,DHX40
90957,DHX57
79132,DHX58
1659,DHX8
1660,DHX9
56616,DIABLO
1729,DIAPH1
100505658,DIAPH1-AS1
1730,DIAPH2
10824,DIAPH2-AS1
81624,DIAPH3
100874195,DIAPH3-AS1
100874196,DIAPH3-AS2
23405,DICER1
400242,DICER1-AS1
11083,DIDO1
27292,DIMT1
1733,DIO1
1734,DIO2
100628307,DIO2-AS1
1735,DIO3
64150,DIO3OS
23181,DIP2A
100862692,DIP2A-IT1
57609,DIP2B
22982,DIP2C
414235,DIP2C-AS1
388650,DIPK1A
138311,DIPK1B
125704,DIPK1C
205428,DIPK2A
79742,DIPK2B
148252,DIRAS1
54769,DIRAS2
9077,DIRAS3
116093,DIRC1
729582,DIRC3
22894,DIS3
115752,DIS3L
129563,DIS3L2
27185,DISC1
101929222,DISC1FP1
27184,DISC2
84976,DISP1
85455,DISP2
57540,DISP3
85458,DIXDC1
1736,DKC1
26102,DKFZP434A062
222161,DKFZP586I1420
222029,DKFZp434L192
401282,DKFZp451B082
22943,DKK1
27123,DKK2
27122,DKK3
27121,DKK4
27120,DKKL1
1737,DLAT
10395,DLC1
1738,DLD
9940,DLEC1
10301,DLEU1
103689915,DLEU1-AS1
8847,DLEU2
79469,DLEU2L
220107,DLEU7
100874074,DLEU7-AS1
1739,DLG1
100507086,DLG1-AS1
1740,DLG2
101929043,DLG2-AS2
1741,DLG3
100873930,DLG3-AS1
1742,DLG4
9231,DLG5
100128292,DLG5-AS1
9229,DLGAP1
649446,DLGAP1-AS1
84777,DLGAP1-AS2
201477,DLGAP1-AS3
101410534,DLGAP1-AS4
284215,DLGAP1-AS5
9228,DLGAP2
100507435,DLGAP2-AS1
58512,DLGAP3
22839,DLGAP4
101926987,DLGAP4-AS1
9787,DLGAP5
8788,DLK1
65989,DLK2
28514,DLL1
10683,DLL3
54567,DLL4
1743,DLST
1745,DLX1
1746,DLX2
1747,DLX3
1748,DLX4
1749,DLX5
1750,DLX6
285987,DLX6-AS1
90871,DMAC1
55101,DMAC2
27109,DMAC2L
55929,DMAP1
1755,DMBT1
375940,DMBT1L1
127343,DMBX1
11144,DMC1
1756,DMD
29958,DMGDH
93099,DMKN
1758,DMP1
1760,DMPK
1761,DMRT1
10655,DMRT2
58524,DMRT3
63951,DMRTA1
63950,DMRTA2
63948,DMRTB1
63947,DMRTC1
728656,DMRTC1B
63946,DMRTC2
9988,DMTF1
101927420,DMTF1-AS1
2039,DMTN
1762,DMWD
1657,DMXL1
23312,DMXL2
1763,DNA2
123872,DNAAF1
116143,DNAAF10
23639,DNAAF11
55172,DNAAF2
352909,DNAAF3
101930593,DNAAF3-AS1
161582,DNAAF4
100533483,DNAAF4-CCPG1
54919,DNAAF5
139212,DNAAF6
146562,DNAAF8
25943,DNAAF9
25981,DNAH1
196385,DNAH10
8701,DNAH11
201625,DNAH12
127602,DNAH14
8632,DNAH17
100996295,DNAH17-AS1
146754,DNAH2
55567,DNAH3
1767,DNAH5
1768,DNAH6
56171,DNAH7
1769,DNAH8
100131047,DNAH8-AS1
1770,DNAH9
27019,DNAI1
64446,DNAI2
126820,DNAI3
79819,DNAI4
55259,DNAI7
3301,DNAJA1
94236,DNAJA1P5
10294,DNAJA2
9093,DNAJA3
55466,DNAJA4
3337,DNAJB1
51726,DNAJB11
54788,DNAJB12
374407,DNAJB13
79982,DNAJB14
3300,DNAJB2
414061,DNAJB3
11080,DNAJB4
25822,DNAJB5
101926900,DNAJB5-DT
10049,DNAJB6
150353,DNAJB7
165721,DNAJB8
285224,DNAJB8-AS1
4189,DNAJB9
64215,DNAJC1
54431,DNAJC10
55735,DNAJC11
56521,DNAJC12
23317,DNAJC13
85406,DNAJC14
29103,DNAJC15
23341,DNAJC16
55192,DNAJC17
202052,DNAJC18
131118,DNAJC19
27000,DNAJC2
134218,DNAJC21
79962,DNAJC22
120526,DNAJC24
548645,DNAJC25
552891,DNAJC25-GNG10
51277,DNAJC27
729723,DNAJC27-AS1
54943,DNAJC28
5611,DNAJC3
100289274,DNAJC3-DT
84277,DNAJC30
3338,DNAJC4
80331,DNAJC5
85479,DNAJC5B
285126,DNAJC5G
9829,DNAJC6
7266,DNAJC7
22826,DNAJC8
23234,DNAJC9
414245,DNAJC9-AS1
83544,DNAL1
10126,DNAL4
7802,DNALI1
1773,DNASE1
1774,DNASE1L1
1775,DNASE1L2
1776,DNASE1L3
1777,DNASE2
58511,DNASE2B
373863,DND1
92737,DNER
144132,DNHD1
728489,DNLZ
1759,DNM1
10059,DNM1L
100128285,DNM1P35
440299,DNM1P41
196968,DNM1P46
101927579,DNM1P50
1785,DNM2
26052,DNM3
100628315,DNM3OS
23268,DNMBP
100188954,DNMBP-AS1
1786,DNMT1
1788,DNMT3A
1789,DNMT3B
29947,DNMT3L
23549,DNPEP
10591,DNPH1
1791,DNTT
116092,DNTTIP1
30836,DNTTIP2
8448,DOC2A
8447,DOC2B
390213,DOC2GP
1793,DOCK1
55619,DOCK10
139818,DOCK11
1794,DOCK2
1795,DOCK3
9732,DOCK4
100506413,DOCK4-AS1
80005,DOCK5
57572,DOCK6
85440,DOCK7
81704,DOCK8
157983,DOCK8-AS1
23348,DOCK9
100874096,DOCK9-AS1
100861541,DOCK9-DT
83475,DOHH
1796,DOK1
9046,DOK2
79930,DOK3
55715,DOK4
55816,DOK5
220164,DOK6
285489,DOK7
22845,DOLK
57171,DOLPP1
29980,DONSON
23033,DOP1A
9980,DOP1B
84444,DOT1L
1798,DPAGT1
25911,DPCD
1800,DPEP1
64174,DPEP2
100131303,DPEP2NB
64180,DPEP3
8193,DPF1
5977,DPF2
8110,DPF3
1801,DPH1
1802,DPH2
285381,DPH3
100132911,DPH3P1
51611,DPH5
102606465,DPH5-DT
89978,DPH6
100507466,DPH6-DT
92715,DPH7
8813,DPM1
8818,DPM2
54344,DPM3
57628,DPP10
389023,DPP10-AS1
101927591,DPP10-AS3
10072,DPP3
101928069,DPP3-DT
1803,DPP4
1804,DPP6
29952,DPP7
54878,DPP8
91039,DPP9
100131094,DPP9-AS1
151871,DPPA2
100128023,DPPA2P3
359787,DPPA3
101060236,DPPA3P4
55211,DPPA4
340168,DPPA5
503834,DPRX
503645,DPRXP4
1805,DPT
23333,DPY19L1
100129460,DPY19L1P1
102724668,DPY19L1P2
283417,DPY19L2
554236,DPY19L2P1
349152,DPY19L2P2
442524,DPY19L2P3
442523,DPY19L2P4
147991,DPY19L3
400684,DPY19L3-DT
286148,DPY19L4
84661,DPY30
1806,DPYD
100873932,DPYD-AS1
100873933,DPYD-AS2
1807,DPYS
1808,DPYSL2
1809,DPYSL3
10570,DPYSL4
56896,DPYSL5
165545,DQX1
1810,DR1
145837,DRAIC
55332,DRAM1
128338,DRAM2
10589,DRAP1
374946,DRAXIN
92749,DRC1
83450,DRC3
84229,DRC7
1812,DRD1
1813,DRD2
1814,DRD3
1815,DRD4
1816,DRD5
1818,DRD5P2
4733,DRG1
1819,DRG2
644168,DRGX
51233,DRICH1
29102,DROSHA
1821,DRP2
1823,DSC1
1824,DSC2
1825,DSC3
1826,DSCAM
100506492,DSCAM-AS1
100874326,DSCAM-IT1
57453,DSCAML1
101927698,DSCAS
79075,DSCC1
259234,DSCR10
10281,DSCR4
84677,DSCR8
257203,DSCR9
29940,DSE
92126,DSEL
643542,DSEL-AS1
1828,DSG1
101927718,DSG1-AS1
1829,DSG2
100652770,DSG2-AS1
1830,DSG3
147409,DSG4
79980,DSN1
1832,DSP
101928076,DSP-AS1
1834,DSPP
667,DST
101930010,DST-AS1
11034,DSTN
171220,DSTNP2
729454,DSTNP4
25778,DSTYK
92675,DTD1
101929526,DTD1-AS1
112487,DTD2
401124,DTHD1
51514,DTL
1837,DTNA
1838,DTNB
101929272,DTNB-AS1
84062,DTNBP1
56986,DTWD1
285605,DTWD2
1840,DTX1
113878,DTX2
441263,DTX2P1-UPK3BP1-PMS2P11
196403,DTX3
151636,DTX3L
23220,DTX4
1841,DTYMK
344595,DUBR
53905,DUOX1
50506,DUOX2
90527,DUOXA1
405753,DUOXA2
64118,DUS1L
54920,DUS2
56931,DUS3L
11062,DUS4L
1843,DUSP1
11221,DUSP10
8446,DUSP11
11266,DUSP12
51207,DUSP13B
11072,DUSP14
128853,DUSP15
80824,DUSP16
150290,DUSP18
142679,DUSP19
1844,DUSP2
63904,DUSP21
56940,DUSP22
54935,DUSP23
78986,DUSP26
285193,DUSP28
338599,DUSP29
1845,DUSP3
